point,numerical_iteration,numerical_gross_mass_kg,numerical_battery_mass_kg,numerical_structure_mass_kg,numerical_propulsion_mass_kg,numerical_total_disk_area_m2,numerical_ideal_induced_power_w,numerical_propulsion_hover_power_w,numerical_total_hover_power_w,numerical_required_nominal_battery_energy_wh,numerical_installed_nominal_battery_energy_wh,numerical_energy_limited_battery_mass_kg,numerical_power_limited_battery_mass_kg,numerical_relative_mass_change
demanding,184.0,36.13904189,21.96658439,6.75227069,4.77019744,5.90671346,1753.8390549,3917.65246913,4051.3481213,4220.15429302,4220.15429302,21.96658439,11.75962916,3.6e-07
demanding,185.0,36.13905407,21.96659203,6.75227284,4.77019916,5.90671559,1753.83968575,3917.65387828,4051.34953045,4220.15576089,4220.15576089,21.96659203,11.75963333,3.4e-07
demanding,186.0,36.13906548,21.96659919,6.75227486,4.77020077,5.90671758,1753.84027679,3917.65519852,4051.3508507,4220.15713614,4220.15713614,21.96659919,11.75963723,3.2e-07
demanding,187.0,36.13907617,21.96660589,6.75227675,4.77020227,5.90671944,1753.84083054,3917.65643547,4051.35208765,4220.15842463,4220.15842463,21.96660589,11.75964089,3e-07
demanding,188.0,36.13908618,21.96661218,6.75227852,4.77020368,5.90672119,1753.84134936,3917.65759438,4051.35324656,4220.15963183,4220.15963183,21.96661218,11.75964432,2.8e-07
demanding,189.0,36.13909557,21.96661807,6.75228017,4.77020501,5.90672283,1753.84183544,3917.65868018,4051.35433235,4220.16076287,4220.16076287,21.96661807,11.75964753,2.6e-07
demanding,190.0,36.13910436,21.96662358,6.75228173,4.77020625,5.90672436,1753.84229086,3917.65969747,4051.35534964,4220.16182254,4220.16182254,21.96662358,11.75965054,2.4e-07
demanding,191.0,36.1391126,21.96662875,6.75228318,4.77020741,5.9067258,1753.84271754,3917.66065057,4051.35630275,4220.16281536,4220.16281536,21.96662875,11.75965336,2.3e-07
demanding,192.0,36.13912032,21.96663359,6.75228455,4.77020849,5.90672714,1753.8431173,3917.66154355,4051.35719572,4220.16374554,4220.16374554,21.96663359,11.759656,2.1e-07
demanding,193.0,36.13912755,21.96663813,6.75228582,4.77020951,5.9067284,1753.84349184,3917.66238018,4051.35803236,4220.16461704,4220.16461704,21.96663813,11.75965848,2e-07
demanding,194.0,36.13913432,21.96664238,6.75228702,4.77021047,5.90672959,1753.84384276,3917.66316404,4051.35881621,4220.16543355,4220.16543355,21.96664238,11.7596608,1.9e-07
demanding,195.0,36.13914067,21.96664636,6.75228814,4.77021136,5.90673069,1753.84417153,3917.66389844,4051.35955061,4220.16619855,4220.16619855,21.96664636,11.75966297,1.8e-07
demanding,196.0,36.13914662,21.96665009,6.75228919,4.7702122,5.90673173,1753.84447956,3917.6645865,4051.36023867,4220.16691529,4220.16691529,21.96665009,11.75966501,1.6e-07
demanding,197.0,36.13915219,21.96665359,6.75229018,4.77021298,5.9067327,1753.84476816,3917.66523115,4051.36088333,4220.1675868,4220.1675868,21.96665359,11.75966691,1.5e-07
demanding,198.0,36.13915741,21.96665686,6.7522911,4.77021372,5.90673361,1753.84503854,3917.66583514,4051.36148731,4220.16821595,4220.16821595,21.96665686,11.7596687,1.4e-07
demanding,199.0,36.1391623,21.96665993,6.75229196,4.77021441,5.90673447,1753.84529187,3917.66640101,4051.36205319,4220.1688054,4220.1688054,21.96665993,11.75967037,1.4e-07
demanding,200.0,36.13916688,21.9666628,6.75229277,4.77021505,5.90673527,1753.84552922,3917.66693119,4051.36258336,4220.16935767,4220.16935767,21.9666628,11.75967194,1.3e-07
